ticker,year,cik,accession,filing_date,doc_url
ITW,2023,0000049826,0000049826-24-000008,2024-02-09,https://www.sec.gov/Archives/edgar/data/49826/000004982624000008/itw-20231231.htm
IVZ,2019,0000914208,0000914208-20-000245,2020-03-02,https://www.sec.gov/Archives/edgar/data/914208/000091420820000245/a201910-k.htm
IVZ,2021,0000914208,0000914208-22-000319,2022-02-18,https://www.sec.gov/Archives/edgar/data/914208/000091420822000319/ivz-20211231.htm
IVZ,2023,0000914208,0000914208-24-000219,2024-02-21,https://www.sec.gov/Archives/edgar/data/914208/000091420824000219/ivz-20231231.htm
J,2019,0000052988,0000052988-20-000070,2020-11-24,https://www.sec.gov/Archives/edgar/data/52988/000005298820000070/jec-20201002.htm
J,2021,0000052988,0000052988-22-000111,2022-11-21,https://www.sec.gov/Archives/edgar/data/52988/000005298822000111/jec-20220930.htm
J,2023,0000052988,0000052988-24-000065,2024-11-25,https://www.sec.gov/Archives/edgar/data/52988/000005298824000065/jec-20240927.htm
JBHT,2019,0000728535,0001437749-20-004119,2020-03-02,https://www.sec.gov/Archives/edgar/data/728535/000143774920004119/jbht20191231_10k.htm
JBHT,2021,0000728535,0001437749-22-004457,2022-02-25,https://www.sec.gov/Archives/edgar/data/728535/000143774922004457/jbht20211231_10k.htm
JBHT,2023,0000728535,0001437749-24-005368,2024-02-23,https://www.sec.gov/Archives/edgar/data/728535/000143774924005368/jbht20231231_10k.htm
JBL,2019,0000898293,0001193125-20-274411,2020-10-22,https://www.sec.gov/Archives/edgar/data/898293/000119312520274411/d25678d10k.htm
JBL,2021,0000898293,0001193125-22-268383,2022-10-25,https://www.sec.gov/Archives/edgar/data/898293/000119312522268383/d389587d10k.htm
JBL,2023,0000898293,0001628280-24-043960,2024-10-28,https://www.sec.gov/Archives/edgar/data/898293/000162828024043960/jbl-20240831.htm
JCI,2019,0000833444,0000833444-20-000048,2020-11-16,https://www.sec.gov/Archives/edgar/data/833444/000083344420000048/jci-20200930.htm
JCI,2021,0000833444,0000833444-22-000043,2022-11-15,https://www.sec.gov/Archives/edgar/data/833444/000083344422000043/jci-20220930.htm
JCI,2023,0000833444,0000833444-24-000064,2024-11-19,https://www.sec.gov/Archives/edgar/data/833444/000083344424000064/jci-20240930.htm
JKHY,2019,0000779152,0000779152-20-000064,2020-08-25,https://www.sec.gov/Archives/edgar/data/779152/000077915220000064/jkhy-20200630.htm
JKHY,2021,0000779152,0000779152-22-000076,2022-08-25,https://www.sec.gov/Archives/edgar/data/779152/000077915222000076/jkhy-20220630.htm
JKHY,2023,0000779152,0000779152-24-000079,2024-08-26,https://www.sec.gov/Archives/edgar/data/779152/000077915224000079/jkhy-20240630.htm
JNJ,2019,0000200406,0000200406-20-000010,2020-02-18,https://www.sec.gov/Archives/edgar/data/200406/000020040620000010/form10-k20191229.htm
JNJ,2021,0000200406,0000200406-22-000022,2022-02-17,https://www.sec.gov/Archives/edgar/data/200406/000020040622000022/jnj-20220102.htm
JNJ,2023,0000200406,0000200406-24-000013,2024-02-16,https://www.sec.gov/Archives/edgar/data/200406/000020040624000013/jnj-20231231.htm
JPM,2019,0000019617,0000019617-20-000257,2020-02-25,https://www.sec.gov/Archives/edgar/data/19617/000001961720000257/corp10k2019.htm
JPM,2021,0000019617,0000019617-22-000272,2022-02-22,https://www.sec.gov/Archives/edgar/data/19617/000001961722000272/jpm-20211231.htm
JPM,2023,0000019617,0000019617-24-000225,2024-02-16,https://www.sec.gov/Archives/edgar/data/19617/000001961724000225/jpm-20231231.htm
KDP,2019,0001418135,0001418135-20-000007,2020-02-27,https://www.sec.gov/Archives/edgar/data/1418135/000141813520000007/kdp-10kx12312019.htm
KDP,2021,0001418135,0001418135-22-000005,2022-02-24,https://www.sec.gov/Archives/edgar/data/1418135/000141813522000005/kdp-20211231.htm
KDP,2023,0001418135,0001418135-24-000007,2024-02-22,https://www.sec.gov/Archives/edgar/data/1418135/000141813524000007/kdp-20231231.htm
KEY,2019,0000091576,0000091576-20-000007,2020-02-26,https://www.sec.gov/Archives/edgar/data/91576/000009157620000007/key-123119x10k.htm
KEY,2021,0000091576,0000091576-22-000029,2022-02-22,https://www.sec.gov/Archives/edgar/data/91576/000009157622000029/key-20211231.htm
KEY,2023,0000091576,0000091576-24-000040,2024-02-22,https://www.sec.gov/Archives/edgar/data/91576/000009157624000040/key-20231231.htm
KEYS,2019,0001601046,0001601046-20-000154,2020-12-17,https://www.sec.gov/Archives/edgar/data/1601046/000160104620000154/keys-10312020x10k.htm
KEYS,2021,0001601046,0001601046-22-000161,2022-12-15,https://www.sec.gov/Archives/edgar/data/1601046/000160104622000161/keys-20221031.htm
KEYS,2023,0001601046,0001601046-24-000159,2024-12-17,https://www.sec.gov/Archives/edgar/data/1601046/000160104624000159/keys-20241031.htm
KHC,2019,0001637459,0001637459-20-000027,2020-02-14,https://www.sec.gov/Archives/edgar/data/1637459/000163745920000027/form10-k2019.htm
KHC,2021,0001637459,0001637459-22-000018,2022-02-17,https://www.sec.gov/Archives/edgar/data/1637459/000163745922000018/khc-20211225.htm
KHC,2023,0001637459,0001637459-24-000018,2024-02-15,https://www.sec.gov/Archives/edgar/data/1637459/000163745924000018/khc-20231230.htm
KIM,2019,0000879101,0001437749-20-003500,2020-02-25,https://www.sec.gov/Archives/edgar/data/879101/000143774920003500/kim20191231_10k.htm
KIM,2021,0000879101,0001437749-22-004700,2022-03-01,https://www.sec.gov/Archives/edgar/data/879101/000143774922004700/kim20211231_10k.htm
KIM,2023,0000879101,0001437749-24-005407,2024-02-26,https://www.sec.gov/Archives/edgar/data/879101/000143774924005407/kim20231231_10k.htm
KKR,2019,0001404912,0001404912-20-000006,2020-02-18,https://www.sec.gov/Archives/edgar/data/1404912/000140491220000006/kkr-2019123110xk.htm
KKR,2021,0001404912,0001404912-22-000004,2022-02-28,https://www.sec.gov/Archives/edgar/data/1404912/000140491222000004/kkr-20211231.htm
KKR,2023,0001404912,0001404912-24-000005,2024-02-29,https://www.sec.gov/Archives/edgar/data/1404912/000140491224000005/kkr-20231231.htm
KLAC,2019,0000319201,0000319201-20-000047,2020-08-07,https://www.sec.gov/Archives/edgar/data/319201/000031920120000047/klac-20200630.htm
KLAC,2021,0000319201,0000319201-22-000023,2022-08-05,https://www.sec.gov/Archives/edgar/data/319201/000031920122000023/klac-20220630.htm
KLAC,2023,0000319201,0000319201-24-000021,2024-08-05,https://www.sec.gov/Archives/edgar/data/319201/000031920124000021/klac-20240630.htm
KMB,2019,0000055785,0000055785-20-000016,2020-02-13,https://www.sec.gov/Archives/edgar/data/55785/000005578520000016/kmb2019form10k.htm
KMB,2021,0000055785,0000055785-22-000010,2022-02-10,https://www.sec.gov/Archives/edgar/data/55785/000005578522000010/kmb-20211231.htm
KMB,2023,0000055785,0000055785-24-000018,2024-02-08,https://www.sec.gov/Archives/edgar/data/55785/000005578524000018/kmb-20231231.htm
KMI,2019,0001506307,0001506307-20-000022,2020-02-12,https://www.sec.gov/Archives/edgar/data/1506307/000150630720000022/kmi-2019x10k.htm
KMI,2021,0001506307,0001506307-22-000018,2022-02-07,https://www.sec.gov/Archives/edgar/data/1506307/000150630722000018/kmi-20211231.htm
KMI,2023,0001506307,0001506307-24-000011,2024-02-20,https://www.sec.gov/Archives/edgar/data/1506307/000150630724000011/kmi-20231231.htm
KO,2019,0000021344,0000021344-20-000006,2020-02-24,https://www.sec.gov/Archives/edgar/data/21344/000002134420000006/a2019123110-k.htm
KO,2021,0000021344,0000021344-22-000009,2022-02-22,https://www.sec.gov/Archives/edgar/data/21344/000002134422000009/ko-20211231.htm
KO,2023,0000021344,0000021344-24-000009,2024-02-20,https://www.sec.gov/Archives/edgar/data/21344/000002134424000009/ko-20231231.htm
KR,2019,0000056873,0001558370-20-003501,2020-04-01,https://www.sec.gov/Archives/edgar/data/56873/000155837020003501/kr-20200201x10k.htm
KR,2021,0000056873,0001558370-22-004595,2022-03-29,https://www.sec.gov/Archives/edgar/data/56873/000155837022004595/kr-20220129x10k.htm
KR,2023,0000056873,0001558370-24-004603,2024-04-02,https://www.sec.gov/Archives/edgar/data/56873/000155837024004603/kr-20240203x10k.htm
KVUE,2023,0001944048,0001944048-24-000057,2024-03-01,https://www.sec.gov/Archives/edgar/data/1944048/000194404824000057/kvue-20231231.htm
L,2019,0000060086,0001193125-20-031657,2020-02-12,https://www.sec.gov/Archives/edgar/data/60086/000119312520031657/d816698d10k.htm
L,2021,0000060086,0000060086-22-000007,2022-02-08,https://www.sec.gov/Archives/edgar/data/60086/000006008622000007/l-20211231.htm
L,2023,0000060086,0000060086-24-000029,2024-02-06,https://www.sec.gov/Archives/edgar/data/60086/000006008624000029/l-20231231.htm
LDOS,2019,0001336920,0001336920-20-000023,2020-02-18,https://www.sec.gov/Archives/edgar/data/1336920/000133692020000023/ldos01032020form10-k.htm
LDOS,2021,0001336920,0001336920-22-000007,2022-02-15,https://www.sec.gov/Archives/edgar/data/1336920/000133692022000007/ldos-20211231.htm
LDOS,2023,0001336920,0001336920-24-000008,2024-02-13,https://www.sec.gov/Archives/edgar/data/1336920/000133692024000008/ldos-20231229.htm
LEN,2019,0000920760,0001628280-20-000559,2020-01-27,https://www.sec.gov/Archives/edgar/data/920760/000162828020000559/len-20191130x10k.htm
LEN,2021,0000920760,0001628280-22-001450,2022-01-28,https://www.sec.gov/Archives/edgar/data/920760/000162828022001450/len-20211130.htm
LEN,2023,0000920760,0001628280-24-002371,2024-01-26,https://www.sec.gov/Archives/edgar/data/920760/000162828024002371/len-20231130.htm
LH,2019,0000920148,0000920148-20-000011,2020-02-28,https://www.sec.gov/Archives/edgar/data/920148/000092014820000011/lh10-k2019.htm
LH,2021,0000920148,0000920148-22-000015,2022-02-25,https://www.sec.gov/Archives/edgar/data/920148/000092014822000015/lh-20211231.htm
LH,2023,0000920148,0000920148-24-000014,2024-02-26,https://www.sec.gov/Archives/edgar/data/920148/000092014824000014/lh-20231231.htm
LHX,2021,0000202058,0000202058-22-000015,2022-02-25,https://www.sec.gov/Archives/edgar/data/202058/000020205822000015/hrs-20211231.htm
LHX,2023,0000202058,0000202058-24-000029,2024-02-20,https://www.sec.gov/Archives/edgar/data/202058/000020205824000029/hrs-20231229.htm
LII,2019,0001069202,0001069202-20-000004,2020-02-18,https://www.sec.gov/Archives/edgar/data/1069202/000106920220000004/lii-20191231x10k.htm
LII,2021,0001069202,0001628280-22-002664,2022-02-15,https://www.sec.gov/Archives/edgar/data/1069202/000162828022002664/lii-20211231.htm
LII,2023,0001069202,0001628280-24-004446,2024-02-13,https://www.sec.gov/Archives/edgar/data/1069202/000162828024004446/lii-20231231.htm
LIN,2019,0001707925,0001707925-20-000015,2020-03-02,https://www.sec.gov/Archives/edgar/data/1707925/000170792520000015/lin201910-k.htm
LIN,2021,0001707925,0001628280-22-004180,2022-02-28,https://www.sec.gov/Archives/edgar/data/1707925/000162828022004180/lin-20211231.htm
LIN,2023,0001707925,0001628280-24-007424,2024-02-28,https://www.sec.gov/Archives/edgar/data/1707925/000162828024007424/lin-20231231.htm
LITE,2019,0001633978,0001633978-20-000011,2020-08-25,https://www.sec.gov/Archives/edgar/data/1633978/000163397820000011/lumentumfy20-10k.htm
LITE,2021,0001633978,0001628280-22-023617,2022-08-24,https://www.sec.gov/Archives/edgar/data/1633978/000162828022023617/lite-20220702.htm
LITE,2023,0001633978,0001628280-24-038024,2024-08-21,https://www.sec.gov/Archives/edgar/data/1633978/000162828024038024/lite-20240629.htm
LLY,2019,0000059478,0000059478-20-000057,2020-02-19,https://www.sec.gov/Archives/edgar/data/59478/000005947820000057/lly-20191231x10xk.htm
LLY,2021,0000059478,0000059478-22-000068,2022-02-23,https://www.sec.gov/Archives/edgar/data/59478/000005947822000068/lly-20211231.htm
LLY,2023,0000059478,0000059478-24-000065,2024-02-21,https://www.sec.gov/Archives/edgar/data/59478/000005947824000065/lly-20231231.htm
LMT,2019,0000936468,0000936468-20-000016,2020-02-07,https://www.sec.gov/Archives/edgar/data/936468/000093646820000016/lmtq4201910k.htm
LMT,2021,0000936468,0000936468-22-000008,2022-01-25,https://www.sec.gov/Archives/edgar/data/936468/000093646822000008/lmt-20211231.htm
LMT,2023,0000936468,0000936468-24-000010,2024-01-23,https://www.sec.gov/Archives/edgar/data/936468/000093646824000010/lmt-20231231.htm
LNT,2019,0000352541,0000352541-20-000021,2020-02-21,https://www.sec.gov/Archives/edgar/data/352541/000035254120000021/lnt1231201910-k.htm
LNT,2021,0000352541,0000352541-22-000020,2022-02-18,https://www.sec.gov/Archives/edgar/data/352541/000035254122000020/lnt-20211231.htm
LNT,2023,0000352541,0000352541-24-000014,2024-02-16,https://www.sec.gov/Archives/edgar/data/352541/000035254124000014/lnt-20231231.htm
LOW,2019,0000060667,0000060667-20-000036,2020-03-23,https://www.sec.gov/Archives/edgar/data/60667/000006066720000036/form10k01312020.htm
LOW,2021,0000060667,0000060667-22-000038,2022-03-21,https://www.sec.gov/Archives/edgar/data/60667/000006066722000038/low-20220128.htm
LOW,2023,0000060667,0000060667-24-000033,2024-03-25,https://www.sec.gov/Archives/edgar/data/60667/000006066724000033/low-20240202.htm
LRCX,2019,0000707549,0000707549-20-000138,2020-08-18,https://www.sec.gov/Archives/edgar/data/707549/000070754920000138/lrcx10k2020document.htm
LRCX,2021,0000707549,0000707549-22-000107,2022-08-24,https://www.sec.gov/Archives/edgar/data/707549/000070754922000107/lrcx-20220626.htm
LRCX,2023,0000707549,0000707549-24-000106,2024-08-29,https://www.sec.gov/Archives/edgar/data/707549/000070754924000106/lrcx-20240630.htm
LULU,2019,0001397187,0001397187-20-000012,2020-03-26,https://www.sec.gov/Archives/edgar/data/1397187/000139718720000012/lulu-20200202x10k.htm
LULU,2021,0001397187,0001397187-22-000014,2022-03-29,https://www.sec.gov/Archives/edgar/data/1397187/000139718722000014/lulu-20220130.htm
LULU,2023,0001397187,0001397187-24-000010,2024-03-21,https://www.sec.gov/Archives/edgar/data/1397187/000139718724000010/lulu-20240128.htm
LUV,2019,0000092380,0000092380-20-000024,2020-02-04,https://www.sec.gov/Archives/edgar/data/92380/000009238020000024/luv-12312019x10k.htm
LUV,2021,0000092380,0000092380-22-000007,2022-02-07,https://www.sec.gov/Archives/edgar/data/92380/000009238022000007/luv-20211231.htm
LUV,2023,0000092380,0000092380-24-000027,2024-02-06,https://www.sec.gov/Archives/edgar/data/92380/000009238024000027/luv-20231231.htm
LVS,2019,0001300514,0001300514-20-000011,2020-02-07,https://www.sec.gov/Archives/edgar/data/1300514/000130051420000011/lvs-20191231x10k.htm
LVS,2021,0001300514,0001300514-22-000007,2022-02-04,https://www.sec.gov/Archives/edgar/data/1300514/000130051422000007/lvs-20211231.htm
LVS,2023,0001300514,0001300514-24-000048,2024-02-07,https://www.sec.gov/Archives/edgar/data/1300514/000130051424000048/lvs-20231231.htm
LYB,2019,0001489393,0001489393-20-000009,2020-02-20,https://www.sec.gov/Archives/edgar/data/1489393/000148939320000009/a2019q410k.htm
LYB,2021,0001489393,0001489393-22-000009,2022-02-24,https://www.sec.gov/Archives/edgar/data/1489393/000148939322000009/lyb-20211231.htm
LYB,2023,0001489393,0001489393-24-000012,2024-02-22,https://www.sec.gov/Archives/edgar/data/1489393/000148939324000012/lyb-20231231.htm
LYV,2019,0001335258,0001335258-20-000028,2020-02-27,https://www.sec.gov/Archives/edgar/data/1335258/000133525820000028/lyv-20191231.htm
LYV,2021,0001335258,0001335258-22-000019,2022-02-23,https://www.sec.gov/Archives/edgar/data/1335258/000133525822000019/lyv-20211231.htm
LYV,2023,0001335258,0001335258-24-000017,2024-02-22,https://www.sec.gov/Archives/edgar/data/1335258/000133525824000017/lyv-20231231.htm
MA,2019,0001141391,0001141391-20-000032,2020-02-14,https://www.sec.gov/Archives/edgar/data/1141391/000114139120000032/ma12312019-10xk.htm
MA,2021,0001141391,0001141391-22-000023,2022-02-11,https://www.sec.gov/Archives/edgar/data/1141391/000114139122000023/ma-20211231.htm
MA,2023,0001141391,0001141391-24-000022,2024-02-13,https://www.sec.gov/Archives/edgar/data/1141391/000114139124000022/ma-20231231.htm
MAA,2019,0000912595,0001564590-20-005582,2020-02-20,https://www.sec.gov/Archives/edgar/data/912595/000156459020005582/maa-10k_20191231.htm
MAA,2021,0000912595,0000950170-22-001423,2022-02-17,https://www.sec.gov/Archives/edgar/data/912595/000095017022001423/maa-20211231.htm
MAA,2023,0000912595,0000950170-24-013275,2024-02-09,https://www.sec.gov/Archives/edgar/data/912595/000095017024013275/maa-20231231.htm
MAR,2019,0001048286,0001628280-20-002376,2020-02-27,https://www.sec.gov/Archives/edgar/data/1048286/000162828020002376/mar-q42019x10k.htm
MAR,2021,0001048286,0001628280-22-002666,2022-02-15,https://www.sec.gov/Archives/edgar/data/1048286/000162828022002666/mar-20211231.htm
MAR,2023,0001048286,0001628280-24-004372,2024-02-13,https://www.sec.gov/Archives/edgar/data/1048286/000162828024004372/mar-20231231.htm
MAS,2019,0000062996,0000062996-20-000006,2020-02-11,https://www.sec.gov/Archives/edgar/data/62996/000006299620000006/mas2019123110k.htm
MAS,2021,0000062996,0000062996-22-000011,2022-02-08,https://www.sec.gov/Archives/edgar/data/62996/000006299622000011/mas-20211231.htm
MAS,2023,0000062996,0000062996-24-000006,2024-02-08,https://www.sec.gov/Archives/edgar/data/62996/000006299624000006/mas-20231231.htm
MCD,2019,0000063908,0000063908-20-000022,2020-02-26,https://www.sec.gov/Archives/edgar/data/63908/000006390820000022/mcd-12312019x10k.htm
MCD,2021,0000063908,0000063908-22-000011,2022-02-24,https://www.sec.gov/Archives/edgar/data/63908/000006390822000011/mcd-20211231.htm
MCD,2023,0000063908,0000063908-24-000072,2024-02-22,https://www.sec.gov/Archives/edgar/data/63908/000006390824000072/mcd-20231231.htm
MCHP,2019,0000827054,0000827054-20-000119,2020-05-22,https://www.sec.gov/Archives/edgar/data/827054/000082705420000119/a2020-03x3110k.htm
MCHP,2021,0000827054,0000827054-22-000094,2022-05-20,https://www.sec.gov/Archives/edgar/data/827054/000082705422000094/mchp-20220331.htm
MCHP,2023,0000827054,0000827054-24-000098,2024-05-23,https://www.sec.gov/Archives/edgar/data/827054/000082705424000098/mchp-20240331.htm
MCK,2019,0000927653,0000927653-20-000033,2020-05-22,https://www.sec.gov/Archives/edgar/data/927653/000092765320000033/mck10k3312020.htm
MCK,2021,0000927653,0000927653-22-000051,2022-05-09,https://www.sec.gov/Archives/edgar/data/927653/000092765322000051/mck-20220331.htm
MCK,2023,0000927653,0000927653-24-000035,2024-05-08,https://www.sec.gov/Archives/edgar/data/927653/000092765324000035/mck-20240331.htm
MCO,2019,0001059556,0001059556-20-000005,2020-02-24,https://www.sec.gov/Archives/edgar/data/1059556/000105955620000005/mco-20191231.htm
MCO,2021,0001059556,0001059556-22-000012,2022-02-22,https://www.sec.gov/Archives/edgar/data/1059556/000105955622000012/mco-20211231.htm
MCO,2023,0001059556,0001059556-24-000017,2024-02-14,https://www.sec.gov/Archives/edgar/data/1059556/000105955624000017/mco-20231231.htm
MDLZ,2019,0001103982,0001103982-20-000003,2020-02-07,https://www.sec.gov/Archives/edgar/data/1103982/000110398220000003/mdlz10k123119document1.htm
MDLZ,2021,0001103982,0001103982-22-000003,2022-02-04,https://www.sec.gov/Archives/edgar/data/1103982/000110398222000003/mdlz-20211231.htm
MDLZ,2023,0001103982,0001103982-24-000019,2024-02-02,https://www.sec.gov/Archives/edgar/data/1103982/000110398224000019/mdlz-20231231.htm
MDT,2019,0001613103,0001613103-20-000021,2020-06-19,https://www.sec.gov/Archives/edgar/data/1613103/000161310320000021/mdt-20200424.htm
MDT,2021,0001613103,0001613103-22-000023,2022-06-23,https://www.sec.gov/Archives/edgar/data/1613103/000161310322000023/mdt-20220429.htm
MDT,2023,0001613103,0001613103-24-000072,2024-06-20,https://www.sec.gov/Archives/edgar/data/1613103/000161310324000072/mdt-20240426.htm
MET,2019,0001099219,0001099219-20-000064,2020-02-21,https://www.sec.gov/Archives/edgar/data/1099219/000109921920000064/met-20191231x10k.htm
MET,2021,0001099219,0001099219-22-000014,2022-02-18,https://www.sec.gov/Archives/edgar/data/1099219/000109921922000014/met-20211231.htm
MET,2023,0001099219,0001099219-24-000035,2024-02-16,https://www.sec.gov/Archives/edgar/data/1099219/000109921924000035/met-20231231.htm
META,2019,0001326801,0001326801-20-000013,2020-01-30,https://www.sec.gov/Archives/edgar/data/1326801/000132680120000013/fb-12312019x10k.htm
META,2021,0001326801,0001326801-22-000018,2022-02-03,https://www.sec.gov/Archives/edgar/data/1326801/000132680122000018/fb-20211231.htm
META,2023,0001326801,0001326801-24-000012,2024-02-02,https://www.sec.gov/Archives/edgar/data/1326801/000132680124000012/meta-20231231.htm
MGM,2019,0000789570,0001564590-20-007393,2020-02-27,https://www.sec.gov/Archives/edgar/data/789570/000156459020007393/mgm-10k_20191231.htm
MGM,2021,0000789570,0000789570-22-000005,2022-02-25,https://www.sec.gov/Archives/edgar/data/789570/000078957022000005/mgm-20211231.htm
MGM,2023,0000789570,0000789570-24-000005,2024-02-23,https://www.sec.gov/Archives/edgar/data/789570/000078957024000005/mgm-20231231.htm
MKC,2019,0000063754,0000063754-20-000022,2020-01-28,https://www.sec.gov/Archives/edgar/data/63754/000006375420000022/mkc-11302019x10kxq42019.htm
MKC,2021,0000063754,0000063754-22-000005,2022-01-27,https://www.sec.gov/Archives/edgar/data/63754/000006375422000005/mkc-20211130.htm
MKC,2023,0000063754,0000063754-24-000027,2024-01-25,https://www.sec.gov/Archives/edgar/data/63754/000006375424000027/mkc-20231130.htm
MLM,2019,0000916076,0001564590-20-005784,2020-02-21,https://www.sec.gov/Archives/edgar/data/916076/000156459020005784/mlm-10k_20191231.htm
MLM,2021,0000916076,0001564590-22-005965,2022-02-22,https://www.sec.gov/Archives/edgar/data/916076/000156459022005965/mlm-10k_20211231.htm
MLM,2023,0000916076,0000950170-24-019275,2024-02-23,https://www.sec.gov/Archives/edgar/data/916076/000095017024019275/mlm-20231231.htm
MMM,2019,0000066740,0001558370-20-000581,2020-02-06,https://www.sec.gov/Archives/edgar/data/66740/000155837020000581/mmm-20191231x10k62bf35.htm
MMM,2021,0000066740,0000066740-22-000010,2022-02-09,https://www.sec.gov/Archives/edgar/data/66740/000006674022000010/mmm-20211231.htm
MMM,2023,0000066740,0000066740-24-000016,2024-02-07,https://www.sec.gov/Archives/edgar/data/66740/000006674024000016/mmm-20231231.htm
MNST,2019,0000865752,0001104659-20-027209,2020-02-28,https://www.sec.gov/Archives/edgar/data/865752/000110465920027209/mnst-20191231x10kb9432b.htm
MNST,2021,0000865752,0001104659-22-028182,2022-02-28,https://www.sec.gov/Archives/edgar/data/865752/000110465922028182/mnst-20211231x10k.htm
MNST,2023,0000865752,0001104659-24-029425,2024-02-29,https://www.sec.gov/Archives/edgar/data/865752/000110465924029425/mnst-20231231x10k.htm
MO,2019,0000764180,0000764180-20-000018,2020-02-25,https://www.sec.gov/Archives/edgar/data/764180/000076418020000018/a2019form10-kq4.htm
MO,2021,0000764180,0000764180-22-000019,2022-02-25,https://www.sec.gov/Archives/edgar/data/764180/000076418022000019/mo-20211231.htm
MO,2023,0000764180,0000764180-24-000018,2024-02-27,https://www.sec.gov/Archives/edgar/data/764180/000076418024000018/mo-20231231.htm
MOS,2019,0001285785,0001618034-20-000003,2020-02-20,https://www.sec.gov/Archives/edgar/data/1285785/000161803420000003/mos-20191231x10k.htm
MOS,2021,0001285785,0001618034-22-000004,2022-02-23,https://www.sec.gov/Archives/edgar/data/1285785/000161803422000004/mos-20211231.htm
MOS,2023,0001285785,0001618034-24-000004,2024-02-22,https://www.sec.gov/Archives/edgar/data/1285785/000161803424000004/mos-20231231.htm
MPC,2019,0001510295,0001510295-20-000006,2020-02-28,https://www.sec.gov/Archives/edgar/data/1510295/000151029520000006/mpc-20191231x10k.htm
MPC,2021,0001510295,0001510295-22-000011,2022-02-24,https://www.sec.gov/Archives/edgar/data/1510295/000151029522000011/mpc-20211231.htm
MPC,2023,0001510295,0001510295-24-000015,2024-02-28,https://www.sec.gov/Archives/edgar/data/1510295/000151029524000015/mpc-20231231.htm
MPWR,2019,0001280452,0001437749-20-003943,2020-02-28,https://www.sec.gov/Archives/edgar/data/1280452/000143774920003943/mpwr20191231_10k.htm
MPWR,2021,0001280452,0001437749-22-004460,2022-02-25,https://www.sec.gov/Archives/edgar/data/1280452/000143774922004460/mpwr20211231_10k.htm
MPWR,2023,0001280452,0001437749-24-006133,2024-02-29,https://www.sec.gov/Archives/edgar/data/1280452/000143774924006133/mpwr20231231_10k.htm
MRK,2019,0000310158,0000310158-20-000005,2020-02-26,https://www.sec.gov/Archives/edgar/data/310158/000031015820000005/mrk1231201910k.htm
MRK,2021,0000310158,0000310158-22-000003,2022-02-25,https://www.sec.gov/Archives/edgar/data/310158/000031015822000003/mrk-20211231.htm
MRK,2023,0000310158,0001628280-24-006850,2024-02-26,https://www.sec.gov/Archives/edgar/data/310158/000162828024006850/mrk-20231231.htm
MRNA,2019,0001682852,0001682852-20-000006,2020-02-27,https://www.sec.gov/Archives/edgar/data/1682852/000168285220000006/moderna10-k12312019.htm
MRNA,2021,0001682852,0001682852-22-000012,2022-02-25,https://www.sec.gov/Archives/edgar/data/1682852/000168285222000012/mrna-20211231.htm
MRNA,2023,0001682852,0001682852-24-000015,2024-02-23,https://www.sec.gov/Archives/edgar/data/1682852/000168285224000015/mrna-20231231.htm
MRSH,2019,0000062709,0000062709-20-000010,2020-02-20,https://www.sec.gov/Archives/edgar/data/62709/000006270920000010/mmc1231201910k.htm
MRSH,2021,0000062709,0000062709-22-000009,2022-02-16,https://www.sec.gov/Archives/edgar/data/62709/000006270922000009/mmc-20211231.htm
MRSH,2023,0000062709,0000062709-24-000016,2024-02-12,https://www.sec.gov/Archives/edgar/data/62709/000006270924000016/mmc-20231231.htm
MS,2019,0000895421,0000895421-20-000265,2020-02-27,https://www.sec.gov/Archives/edgar/data/895421/000089542120000265/msq4201910k.htm
MS,2021,0000895421,0000895421-22-000400,2022-02-24,https://www.sec.gov/Archives/edgar/data/895421/000089542122000400/ms-20211231.htm
MS,2023,0000895421,0000895421-24-000300,2024-02-22,https://www.sec.gov/Archives/edgar/data/895421/000089542124000300/ms-20231231.htm
MSCI,2019,0001408198,0001564590-20-004992,2020-02-18,https://www.sec.gov/Archives/edgar/data/1408198/000156459020004992/msci-10k_20191231.htm
MSCI,2021,0001408198,0001564590-22-004803,2022-02-11,https://www.sec.gov/Archives/edgar/data/1408198/000156459022004803/msci-10k_20211231.htm
MSCI,2023,0001408198,0001408198-24-000030,2024-02-09,https://www.sec.gov/Archives/edgar/data/1408198/000140819824000030/msci-20231231.htm
MSFT,2019,0000789019,0001564590-20-034944,2020-07-30,https://www.sec.gov/Archives/edgar/data/789019/000156459020034944/msft-10k_20200630.htm
MSFT,2021,0000789019,0001564590-22-026876,2022-07-28,https://www.sec.gov/Archives/edgar/data/789019/000156459022026876/msft-10k_20220630.htm
MSFT,2023,0000789019,0000950170-24-087843,2024-07-30,https://www.sec.gov/Archives/edgar/data/789019/000095017024087843/msft-20240630.htm
MSI,2019,0000068505,0000068505-20-000006,2020-02-14,https://www.sec.gov/Archives/edgar/data/68505/000006850520000006/msi201910-k.htm
MSI,2021,0000068505,0000068505-22-000010,2022-02-16,https://www.sec.gov/Archives/edgar/data/68505/000006850522000010/msi-20211231.htm
MSI,2023,0000068505,0000068505-24-000008,2024-02-15,https://www.sec.gov/Archives/edgar/data/68505/000006850524000008/msi-20231231.htm
MTB,2019,0000036270,0001564590-20-005365,2020-02-20,https://www.sec.gov/Archives/edgar/data/36270/000156459020005365/mtb-10k_20191231.htm
